"C_HLEVEL","C_FULLNAME","C_NAME","C_SYNONYM_CD","C_VISUALATTRIBUTES","C_TOTALNUM","C_BASECODE","C_METADATAXML","C_FACTTABLECOLUMN","C_TABLENAME","C_COLUMNNAME","C_COLUMNDATATYPE","C_OPERATOR","C_DIMCODE","C_COMMENT","C_TOOLTIP","M_APPLIED_PATH","UPDATE_DATE","DOWNLOAD_DATE","IMPORT_DATE","SOURCESYSTEM_CD","VALUETYPE_CD","M_EXCLUSION_CD","C_PATH","C_SYMBOL","PCORI_BASECODE","OMOP_BASECODE"
5,"\PCORI\ENCOUNTER\DRG\02\Hepatobiliary System And Pancreas\408 BILIARY TRACT PROC EXCEPT ONLY CHOLECYST W OR W/O C.D.E. W MCC\","408 BILIARY TRACT PROC EXCEPT ONLY CHOLECYST W OR W/O C.D.E. W MCC","N","LAE",(null),"MSDRG:408","","concept_cd","CONCEPT_DIMENSION","concept_path","T","LIKE","\PCORI\ENCOUNTER\DRG\02\Hepatobiliary System And Pancreas\408 BILIARY TRACT PROC EXCEPT ONLY CHOLECYST W OR W/O C.D.E. W MCC\","","\MS-DRG\Hepatobiliary System And Pancreas\408 BILIARY TRACT PROC EXCEPT ONLY CHOLECYST W OR W/O C.D.E. W MCC\","@",[2011/09/21:08:26:42 AM],[2011/09/21:08:26:42 AM],[2011/09/21:08:26:42 AM],"MSDRG 2011",(null),(null),"\PCORI\ENCOUNTER\DRG\02\Hepatobiliary System And Pancreas\","408 BILIARY TRACT PROC EXCEPT ONLY CHOLECYST W O","408","408"
5,"\PCORI\ENCOUNTER\DRG\02\Hepatobiliary System And Pancreas\409 BILIARY TRACT PROC EXCEPT ONLY CHOLECYST W OR W/O C.D.E. W CC\","409 BILIARY TRACT PROC EXCEPT ONLY CHOLECYST W OR W/O C.D.E. W CC","N","LAE",(null),"MSDRG:409","","concept_cd","CONCEPT_DIMENSION","concept_path","T","LIKE","\PCORI\ENCOUNTER\DRG\02\Hepatobiliary System And Pancreas\409 BILIARY TRACT PROC EXCEPT ONLY CHOLECYST W OR W/O C.D.E. W CC\","","\MS-DRG\Hepatobiliary System And Pancreas\409 BILIARY TRACT PROC EXCEPT ONLY CHOLECYST W OR W/O C.D.E. W CC\","@",[2011/09/21:08:26:42 AM],[2011/09/21:08:26:42 AM],[2011/09/21:08:26:42 AM],"MSDRG 2011",(null),(null),"\PCORI\ENCOUNTER\DRG\02\Hepatobiliary System And Pancreas\","409 BILIARY TRACT PROC EXCEPT ONLY CHOLECYST W O","409","409"
5,"\PCORI\ENCOUNTER\DRG\02\Hepatobiliary System And Pancreas\410 BILIARY TRACT PROC EXCEPT ONLY CHOLECYST W OR W/O C.D.E. W/O CC/MCC\","410 BILIARY TRACT PROC EXCEPT ONLY CHOLECYST W OR W/O C.D.E. W/O CC/MCC","N","LAE",(null),"MSDRG:410","","concept_cd","CONCEPT_DIMENSION","concept_path","T","LIKE","\PCORI\ENCOUNTER\DRG\02\Hepatobiliary System And Pancreas\410 BILIARY TRACT PROC EXCEPT ONLY CHOLECYST W OR W/O C.D.E. W/O CC/MCC\","","\MS-DRG\Hepatobiliary System And Pancreas\410 BILIARY TRACT PROC EXCEPT ONLY CHOLECYST W OR W/O C.D.E. W/O CC/MCC\","@",[2011/09/21:08:26:42 AM],[2011/09/21:08:26:42 AM],[2011/09/21:08:26:42 AM],"MSDRG 2011",(null),(null),"\PCORI\ENCOUNTER\DRG\02\Hepatobiliary System And Pancreas\","410 BILIARY TRACT PROC EXCEPT ONLY CHOLECYST W O","410","410"
5,"\PCORI\ENCOUNTER\DRG\02\Hepatobiliary System And Pancreas\411 CHOLECYSTECTOMY W C.D.E. W MCC\","411 CHOLECYSTECTOMY W C.D.E. W MCC","N","LAE",(null),"MSDRG:411","","concept_cd","CONCEPT_DIMENSION","concept_path","T","LIKE","\PCORI\ENCOUNTER\DRG\02\Hepatobiliary System And Pancreas\411 CHOLECYSTECTOMY W C.D.E. W MCC\","","\MS-DRG\Hepatobiliary System And Pancreas\411 CHOLECYSTECTOMY W C.D.E. W MCC\","@",[2011/09/21:08:26:42 AM],[2011/09/21:08:26:42 AM],[2011/09/21:08:26:42 AM],"MSDRG 2011",(null),(null),"\PCORI\ENCOUNTER\DRG\02\Hepatobiliary System And Pancreas\","411 CHOLECYSTECTOMY W C.D.E. W MCC","411","411"
5,"\PCORI\ENCOUNTER\DRG\02\Hepatobiliary System And Pancreas\412 CHOLECYSTECTOMY W C.D.E. W CC\","412 CHOLECYSTECTOMY W C.D.E. W CC","N","LAE",(null),"MSDRG:412","","concept_cd","CONCEPT_DIMENSION","concept_path","T","LIKE","\PCORI\ENCOUNTER\DRG\02\Hepatobiliary System And Pancreas\412 CHOLECYSTECTOMY W C.D.E. W CC\","","\MS-DRG\Hepatobiliary System And Pancreas\412 CHOLECYSTECTOMY W C.D.E. W CC\","@",[2011/09/21:08:26:42 AM],[2011/09/21:08:26:42 AM],[2011/09/21:08:26:42 AM],"MSDRG 2011",(null),(null),"\PCORI\ENCOUNTER\DRG\02\Hepatobiliary System And Pancreas\","412 CHOLECYSTECTOMY W C.D.E. W CC","412","412"
5,"\PCORI\ENCOUNTER\DRG\02\Hepatobiliary System And Pancreas\413 CHOLECYSTECTOMY W C.D.E. W/O CC/MCC\","413 CHOLECYSTECTOMY W C.D.E. W/O CC/MCC","N","LAE",(null),"MSDRG:413","","concept_cd","CONCEPT_DIMENSION","concept_path","T","LIKE","\PCORI\ENCOUNTER\DRG\02\Hepatobiliary System And Pancreas\413 CHOLECYSTECTOMY W C.D.E. W/O CC/MCC\","","\MS-DRG\Hepatobiliary System And Pancreas\413 CHOLECYSTECTOMY W C.D.E. W/O CC/MCC\","@",[2011/09/21:08:26:42 AM],[2011/09/21:08:26:42 AM],[2011/09/21:08:26:42 AM],"MSDRG 2011",(null),(null),"\PCORI\ENCOUNTER\DRG\02\Hepatobiliary System And Pancreas\","413 CHOLECYSTECTOMY W C.D.E. W/O CC/MCC","413","413"
5,"\PCORI\ENCOUNTER\DRG\02\Hepatobiliary System And Pancreas\414 CHOLECYSTECTOMY EXCEPT BY LAPAROSCOPE W/O C.D.E. W MCC\","414 CHOLECYSTECTOMY EXCEPT BY LAPAROSCOPE W/O C.D.E. W MCC","N","LAE",(null),"MSDRG:414","","concept_cd","CONCEPT_DIMENSION","concept_path","T","LIKE","\PCORI\ENCOUNTER\DRG\02\Hepatobiliary System And Pancreas\414 CHOLECYSTECTOMY EXCEPT BY LAPAROSCOPE W/O C.D.E. W MCC\","","\MS-DRG\Hepatobiliary System And Pancreas\414 CHOLECYSTECTOMY EXCEPT BY LAPAROSCOPE W/O C.D.E. W MCC\","@",[2011/09/21:08:26:42 AM],[2011/09/21:08:26:42 AM],[2011/09/21:08:26:42 AM],"MSDRG 2011",(null),(null),"\PCORI\ENCOUNTER\DRG\02\Hepatobiliary System And Pancreas\","414 CHOLECYSTECTOMY EXCEPT BY LAPAROSCOPE W/O C.D","414","414"
5,"\PCORI\ENCOUNTER\DRG\02\Hepatobiliary System And Pancreas\415 CHOLECYSTECTOMY EXCEPT BY LAPAROSCOPE W/O C.D.E. W CC\","415 CHOLECYSTECTOMY EXCEPT BY LAPAROSCOPE W/O C.D.E. W CC","N","LAE",(null),"MSDRG:415","","concept_cd","CONCEPT_DIMENSION","concept_path","T","LIKE","\PCORI\ENCOUNTER\DRG\02\Hepatobiliary System And Pancreas\415 CHOLECYSTECTOMY EXCEPT BY LAPAROSCOPE W/O C.D.E. W CC\","","\MS-DRG\Hepatobiliary System And Pancreas\415 CHOLECYSTECTOMY EXCEPT BY LAPAROSCOPE W/O C.D.E. W CC\","@",[2011/09/21:08:26:42 AM],[2011/09/21:08:26:42 AM],[2011/09/21:08:26:42 AM],"MSDRG 2011",(null),(null),"\PCORI\ENCOUNTER\DRG\02\Hepatobiliary System And Pancreas\","415 CHOLECYSTECTOMY EXCEPT BY LAPAROSCOPE W/O C.D","415","415"
5,"\PCORI\ENCOUNTER\DRG\02\Hepatobiliary System And Pancreas\416 CHOLECYSTECTOMY EXCEPT BY LAPAROSCOPE W/O C.D.E. W/O CC/MCC\","416 CHOLECYSTECTOMY EXCEPT BY LAPAROSCOPE W/O C.D.E. W/O CC/MCC","N","LAE",(null),"MSDRG:416","","concept_cd","CONCEPT_DIMENSION","concept_path","T","LIKE","\PCORI\ENCOUNTER\DRG\02\Hepatobiliary System And Pancreas\416 CHOLECYSTECTOMY EXCEPT BY LAPAROSCOPE W/O C.D.E. W/O CC/MCC\","","\MS-DRG\Hepatobiliary System And Pancreas\416 CHOLECYSTECTOMY EXCEPT BY LAPAROSCOPE W/O C.D.E. W/O CC/MCC\","@",[2011/09/21:08:26:42 AM],[2011/09/21:08:26:42 AM],[2011/09/21:08:26:42 AM],"MSDRG 2011",(null),(null),"\PCORI\ENCOUNTER\DRG\02\Hepatobiliary System And Pancreas\","416 CHOLECYSTECTOMY EXCEPT BY LAPAROSCOPE W/O C.D","416","416"
5,"\PCORI\ENCOUNTER\DRG\02\Hepatobiliary System And Pancreas\417 LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W MCC\","417 LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W MCC","N","LAE",(null),"MSDRG:417","","concept_cd","CONCEPT_DIMENSION","concept_path","T","LIKE","\PCORI\ENCOUNTER\DRG\02\Hepatobiliary System And Pancreas\417 LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W MCC\","","\MS-DRG\Hepatobiliary System And Pancreas\417 LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W MCC\","@",[2011/09/21:08:26:42 AM],[2011/09/21:08:26:42 AM],[2011/09/21:08:26:42 AM],"MSDRG 2011",(null),(null),"\PCORI\ENCOUNTER\DRG\02\Hepatobiliary System And Pancreas\","417 LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W MCC","417","417"
5,"\PCORI\ENCOUNTER\DRG\02\Hepatobiliary System And Pancreas\418 LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC\","418 LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC","N","LAE",(null),"MSDRG:418","","concept_cd","CONCEPT_DIMENSION","concept_path","T","LIKE","\PCORI\ENCOUNTER\DRG\02\Hepatobiliary System And Pancreas\418 LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC\","","\MS-DRG\Hepatobiliary System And Pancreas\418 LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC\","@",[2011/09/21:08:26:42 AM],[2011/09/21:08:26:42 AM],[2011/09/21:08:26:42 AM],"MSDRG 2011",(null),(null),"\PCORI\ENCOUNTER\DRG\02\Hepatobiliary System And Pancreas\","418 LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC","418","418"
5,"\PCORI\ENCOUNTER\DRG\02\Respiratory System\205 OTHER RESPIRATORY SYSTEM DIAGNOSES W MCC\","205 OTHER RESPIRATORY SYSTEM DIAGNOSES W MCC","N","LAE",(null),"MSDRG:205","","concept_cd","CONCEPT_DIMENSION","concept_path","T","LIKE","\PCORI\ENCOUNTER\DRG\02\Respiratory System\205 OTHER RESPIRATORY SYSTEM DIAGNOSES W MCC\","","\MS-DRG\Respiratory System\205 OTHER RESPIRATORY SYSTEM DIAGNOSES W MCC\","@",[2011/09/21:08:26:42 AM],[2011/09/21:08:26:42 AM],[2011/09/21:08:26:42 AM],"MSDRG 2011",(null),(null),"\PCORI\ENCOUNTER\DRG\02\Respiratory System\","205 OTHER RESPIRATORY SYSTEM DIAGNOSES W MCC","205","205"
5,"\PCORI\ENCOUNTER\DRG\02\Respiratory System\206 OTHER RESPIRATORY SYSTEM DIAGNOSES W/O MCC\","206 OTHER RESPIRATORY SYSTEM DIAGNOSES W/O MCC","N","LAE",(null),"MSDRG:206","","concept_cd","CONCEPT_DIMENSION","concept_path","T","LIKE","\PCORI\ENCOUNTER\DRG\02\Respiratory System\206 OTHER RESPIRATORY SYSTEM DIAGNOSES W/O MCC\","","\MS-DRG\Respiratory System\206 OTHER RESPIRATORY SYSTEM DIAGNOSES W/O MCC\","@",[2011/09/21:08:26:42 AM],[2011/09/21:08:26:42 AM],[2011/09/21:08:26:42 AM],"MSDRG 2011",(null),(null),"\PCORI\ENCOUNTER\DRG\02\Respiratory System\","206 OTHER RESPIRATORY SYSTEM DIAGNOSES W/O MCC","206","206"
5,"\PCORI\ENCOUNTER\DRG\02\Respiratory System\207 RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS\","207 RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS","N","LAE",(null),"MSDRG:207","","concept_cd","CONCEPT_DIMENSION","concept_path","T","LIKE","\PCORI\ENCOUNTER\DRG\02\Respiratory System\207 RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS\","","\MS-DRG\Respiratory System\207 RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS\","@",[2011/09/21:08:26:42 AM],[2011/09/21:08:26:42 AM],[2011/09/21:08:26:42 AM],"MSDRG 2011",(null),(null),"\PCORI\ENCOUNTER\DRG\02\Respiratory System\","207 RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUP","207","207"
5,"\PCORI\ENCOUNTER\DRG\02\Respiratory System\208 RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS\","208 RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS","N","LAE",(null),"MSDRG:208","","concept_cd","CONCEPT_DIMENSION","concept_path","T","LIKE","\PCORI\ENCOUNTER\DRG\02\Respiratory System\208 RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS\","","\MS-DRG\Respiratory System\208 RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS\","@",[2011/09/21:08:26:42 AM],[2011/09/21:08:26:42 AM],[2011/09/21:08:26:42 AM],"MSDRG 2011",(null),(null),"\PCORI\ENCOUNTER\DRG\02\Respiratory System\","208 RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUP","208","208"
5,"\PCORI\ENCOUNTER\DRG\02\Skin, Subcutaneous Tissue And Breast\573 SKIN GRAFT AND/OR DEBRID FOR SKN ULCER OR CELLULITIS W MCC\","573 SKIN GRAFT AND/OR DEBRID FOR SKN ULCER OR CELLULITIS W MCC","N","LAE",(null),"MSDRG:573","","concept_cd","CONCEPT_DIMENSION","concept_path","T","LIKE","\PCORI\ENCOUNTER\DRG\02\Skin, Subcutaneous Tissue And Breast\573 SKIN GRAFT AND/OR DEBRID FOR SKN ULCER OR CELLULITIS W MCC\","","\MS-DRG\Skin, Subcutaneous Tissue And Breast\573 SKIN GRAFT AND/OR DEBRID FOR SKN ULCER OR CELLULITIS W MCC\","@",[2011/09/21:08:26:42 AM],[2011/09/21:08:26:42 AM],[2011/09/21:08:26:42 AM],"MSDRG 2011",(null),(null),"\PCORI\ENCOUNTER\DRG\02\Skin, Subcutaneous Tissue And Breast\","573 SKIN GRAFT AND/OR DEBRID FOR SKN ULCER OR CEL","573","573"
4,"\PCORI\ENCOUNTER\DRG\02\Skin, Subcutaneous Tissue And Breast\","Skin, Subcutaneous Tissue And Breast","N","FAE",(null),"","","concept_cd","CONCEPT_DIMENSION","concept_path","T","LIKE","\PCORI\ENCOUNTER\DRG\02\Skin, Subcutaneous Tissue And Breast\","","\MS-DRG\Skin, Subcutaneous Tissue And Breast\","@",[2011/09/21:08:26:42 AM],[2011/09/21:08:26:42 AM],[2011/09/21:08:26:42 AM],"MSDRG 2011",(null),(null),"\PCORI\ENCOUNTER\DRG\02\","Skin, Subcutaneous Tissue And Breast","",""
5,"\PCORI\ENCOUNTER\DRG\02\Skin, Subcutaneous Tissue And Breast\574 SKIN GRAFT AND/OR DEBRID FOR SKN ULCER OR CELLULITIS W CC\","574 SKIN GRAFT AND/OR DEBRID FOR SKN ULCER OR CELLULITIS W CC","N","LAE",(null),"MSDRG:574","","concept_cd","CONCEPT_DIMENSION","concept_path","T","LIKE","\PCORI\ENCOUNTER\DRG\02\Skin, Subcutaneous Tissue And Breast\574 SKIN GRAFT AND/OR DEBRID FOR SKN ULCER OR CELLULITIS W CC\","","\MS-DRG\Skin, Subcutaneous Tissue And Breast\574 SKIN GRAFT AND/OR DEBRID FOR SKN ULCER OR CELLULITIS W CC\","@",[2011/09/21:08:26:42 AM],[2011/09/21:08:26:42 AM],[2011/09/21:08:26:42 AM],"MSDRG 2011",(null),(null),"\PCORI\ENCOUNTER\DRG\02\Skin, Subcutaneous Tissue And Breast\","574 SKIN GRAFT AND/OR DEBRID FOR SKN ULCER OR CEL","574","574"
5,"\PCORI\ENCOUNTER\DRG\02\Skin, Subcutaneous Tissue And Breast\575 SKIN GRAFT AND/OR DEBRID FOR SKN ULCER OR CELLULITIS W/O CC/MCC\","575 SKIN GRAFT AND/OR DEBRID FOR SKN ULCER OR CELLULITIS W/O CC/MCC","N","LAE",(null),"MSDRG:575","","concept_cd","CONCEPT_DIMENSION","concept_path","T","LIKE","\PCORI\ENCOUNTER\DRG\02\Skin, Subcutaneous Tissue And Breast\575 SKIN GRAFT AND/OR DEBRID FOR SKN ULCER OR CELLULITIS W/O CC/MCC\","","\MS-DRG\Skin, Subcutaneous Tissue And Breast\575 SKIN GRAFT AND/OR DEBRID FOR SKN ULCER OR CELLULITIS W/O CC/MCC\","@",[2011/09/21:08:26:42 AM],[2011/09/21:08:26:42 AM],[2011/09/21:08:26:42 AM],"MSDRG 2011",(null),(null),"\PCORI\ENCOUNTER\DRG\02\Skin, Subcutaneous Tissue And Breast\","575 SKIN GRAFT AND/OR DEBRID FOR SKN ULCER OR CEL","575","575"
5,"\PCORI\ENCOUNTER\DRG\02\Skin, Subcutaneous Tissue And Breast\576 SKIN GRAFT AND/OR DEBRID EXC FOR SKIN ULCER OR CELLULITIS W MCC\","576 SKIN GRAFT AND/OR DEBRID EXC FOR SKIN ULCER OR CELLULITIS W MCC","N","LAE",(null),"MSDRG:576","","concept_cd","CONCEPT_DIMENSION","concept_path","T","LIKE","\PCORI\ENCOUNTER\DRG\02\Skin, Subcutaneous Tissue And Breast\576 SKIN GRAFT AND/OR DEBRID EXC FOR SKIN ULCER OR CELLULITIS W MCC\","","\MS-DRG\Skin, Subcutaneous Tissue And Breast\576 SKIN GRAFT AND/OR DEBRID EXC FOR SKIN ULCER OR CELLULITIS W MCC\","@",[2011/09/21:08:26:42 AM],[2011/09/21:08:26:42 AM],[2011/09/21:08:26:42 AM],"MSDRG 2011",(null),(null),"\PCORI\ENCOUNTER\DRG\02\Skin, Subcutaneous Tissue And Breast\","576 SKIN GRAFT AND/OR DEBRID EXC FOR SKIN ULCER O","576","576"
5,"\PCORI\ENCOUNTER\DRG\02\Skin, Subcutaneous Tissue And Breast\577 SKIN GRAFT AND/OR DEBRID EXC FOR SKIN ULCER OR CELLULITIS W CC\","577 SKIN GRAFT AND/OR DEBRID EXC FOR SKIN ULCER OR CELLULITIS W CC","N","LAE",(null),"MSDRG:577","","concept_cd","CONCEPT_DIMENSION","concept_path","T","LIKE","\PCORI\ENCOUNTER\DRG\02\Skin, Subcutaneous Tissue And Breast\577 SKIN GRAFT AND/OR DEBRID EXC FOR SKIN ULCER OR CELLULITIS W CC\","","\MS-DRG\Skin, Subcutaneous Tissue And Breast\577 SKIN GRAFT AND/OR DEBRID EXC FOR SKIN ULCER OR CELLULITIS W CC\","@",[2011/09/21:08:26:42 AM],[2011/09/21:08:26:42 AM],[2011/09/21:08:26:42 AM],"MSDRG 2011",(null),(null),"\PCORI\ENCOUNTER\DRG\02\Skin, Subcutaneous Tissue And Breast\","577 SKIN GRAFT AND/OR DEBRID EXC FOR SKIN ULCER O","577","577"
5,"\PCORI\ENCOUNTER\DRG\02\Infectious and Parasitic DDs\864 FEVER\","864 FEVER","N","LAE",(null),"MSDRG:864","","concept_cd","CONCEPT_DIMENSION","concept_path","T","LIKE","\PCORI\ENCOUNTER\DRG\02\Infectious and Parasitic DDs\864 FEVER\","","\MS-DRG\Infectious and Parasitic DDs\864 FEVER\","@",[2011/09/21:08:26:42 AM],[2011/09/21:08:26:42 AM],[2011/09/21:08:26:42 AM],"MSDRG 2011",(null),(null),"\PCORI\ENCOUNTER\DRG\02\Infectious and Parasitic DDs\","864 FEVER","864","864"
4,"\PCORI\ENCOUNTER\DRG\02\Injuries, Poison And Toxic Effect of Drugs\","Injuries, Poison And Toxic Effect of Drugs","N","FAE",(null),"","","concept_cd","CONCEPT_DIMENSION","concept_path","T","LIKE","\PCORI\ENCOUNTER\DRG\02\Injuries, Poison And Toxic Effect of Drugs\","","\MS-DRG\Injuries, Poison And Toxic Effect of Drugs\","@",[2011/09/21:08:26:42 AM],[2011/09/21:08:26:42 AM],[2011/09/21:08:26:42 AM],"MSDRG 2011",(null),(null),"\PCORI\ENCOUNTER\DRG\02\","Injuries, Poison And Toxic Effect of Drugs","",""
5,"\PCORI\ENCOUNTER\DRG\02\Skin, Subcutaneous Tissue And Breast\578 SKIN GRAFT AND/OR DEBRID EXC FOR SKIN ULCER OR CELLULITIS W/O CC/MCC\","578 SKIN GRAFT AND/OR DEBRID EXC FOR SKIN ULCER OR CELLULITIS W/O CC/MCC","N","LAE",(null),"MSDRG:578","","concept_cd","CONCEPT_DIMENSION","concept_path","T","LIKE","\PCORI\ENCOUNTER\DRG\02\Skin, Subcutaneous Tissue And Breast\578 SKIN GRAFT AND/OR DEBRID EXC FOR SKIN ULCER OR CELLULITIS W/O CC/MCC\","","\MS-DRG\Skin, Subcutaneous Tissue And Breast\578 SKIN GRAFT AND/OR DEBRID EXC FOR SKIN ULCER OR CELLULITIS W/O CC/MCC\","@",[2011/09/21:08:26:42 AM],[2011/09/21:08:26:42 AM],[2011/09/21:08:26:42 AM],"MSDRG 2011",(null),(null),"\PCORI\ENCOUNTER\DRG\02\Skin, Subcutaneous Tissue And Breast\","578 SKIN GRAFT AND/OR DEBRID EXC FOR SKIN ULCER O","578","578"
5,"\PCORI\ENCOUNTER\DRG\02\Skin, Subcutaneous Tissue And Breast\579 OTHER SKIN, SUBCUT TISS AND BREAST PROC W MCC\","579 OTHER SKIN, SUBCUT TISS AND BREAST PROC W MCC","N","LAE",(null),"MSDRG:579","","concept_cd","CONCEPT_DIMENSION","concept_path","T","LIKE","\PCORI\ENCOUNTER\DRG\02\Skin, Subcutaneous Tissue And Breast\579 OTHER SKIN, SUBCUT TISS AND BREAST PROC W MCC\","","\MS-DRG\Skin, Subcutaneous Tissue And Breast\579 OTHER SKIN, SUBCUT TISS AND BREAST PROC W MCC\","@",[2011/09/21:08:26:42 AM],[2011/09/21:08:26:42 AM],[2011/09/21:08:26:42 AM],"MSDRG 2011",(null),(null),"\PCORI\ENCOUNTER\DRG\02\Skin, Subcutaneous Tissue And Breast\","579 OTHER SKIN, SUBCUT TISS AND BREAST PROC W MCC","579","579"
5,"\PCORI\ENCOUNTER\DRG\02\Skin, Subcutaneous Tissue And Breast\580 OTHER SKIN, SUBCUT TISS AND BREAST PROC W CC\","580 OTHER SKIN, SUBCUT TISS AND BREAST PROC W CC","N","LAE",(null),"MSDRG:580","","concept_cd","CONCEPT_DIMENSION","concept_path","T","LIKE","\PCORI\ENCOUNTER\DRG\02\Skin, Subcutaneous Tissue And Breast\580 OTHER SKIN, SUBCUT TISS AND BREAST PROC W CC\","","\MS-DRG\Skin, Subcutaneous Tissue And Breast\580 OTHER SKIN, SUBCUT TISS AND BREAST PROC W CC\","@",[2011/09/21:08:26:42 AM],[2011/09/21:08:26:42 AM],[2011/09/21:08:26:42 AM],"MSDRG 2011",(null),(null),"\PCORI\ENCOUNTER\DRG\02\Skin, Subcutaneous Tissue And Breast\","580 OTHER SKIN, SUBCUT TISS AND BREAST PROC W CC","580","580"
5,"\PCORI\ENCOUNTER\DRG\02\Skin, Subcutaneous Tissue And Breast\581 OTHER SKIN, SUBCUT TISS AND BREAST PROC W/O CC/MCC\","581 OTHER SKIN, SUBCUT TISS AND BREAST PROC W/O CC/MCC","N","LAE",(null),"MSDRG:581","","concept_cd","CONCEPT_DIMENSION","concept_path","T","LIKE","\PCORI\ENCOUNTER\DRG\02\Skin, Subcutaneous Tissue And Breast\581 OTHER SKIN, SUBCUT TISS AND BREAST PROC W/O CC/MCC\","","\MS-DRG\Skin, Subcutaneous Tissue And Breast\581 OTHER SKIN, SUBCUT TISS AND BREAST PROC W/O CC/MCC\","@",[2011/09/21:08:26:42 AM],[2011/09/21:08:26:42 AM],[2011/09/21:08:26:42 AM],"MSDRG 2011",(null),(null),"\PCORI\ENCOUNTER\DRG\02\Skin, Subcutaneous Tissue And Breast\","581 OTHER SKIN, SUBCUT TISS AND BREAST PROC W/O C","581","581"
5,"\PCORI\ENCOUNTER\DRG\02\Skin, Subcutaneous Tissue And Breast\582 MASTECTOMY FOR MALIGNANCY W CC/MCC\","582 MASTECTOMY FOR MALIGNANCY W CC/MCC","N","LAE",(null),"MSDRG:582","","concept_cd","CONCEPT_DIMENSION","concept_path","T","LIKE","\PCORI\ENCOUNTER\DRG\02\Skin, Subcutaneous Tissue And Breast\582 MASTECTOMY FOR MALIGNANCY W CC/MCC\","","\MS-DRG\Skin, Subcutaneous Tissue And Breast\582 MASTECTOMY FOR MALIGNANCY W CC/MCC\","@",[2011/09/21:08:26:42 AM],[2011/09/21:08:26:42 AM],[2011/09/21:08:26:42 AM],"MSDRG 2011",(null),(null),"\PCORI\ENCOUNTER\DRG\02\Skin, Subcutaneous Tissue And Breast\","582 MASTECTOMY FOR MALIGNANCY W CC/MCC","582","582"
5,"\PCORI\ENCOUNTER\DRG\02\Skin, Subcutaneous Tissue And Breast\583 MASTECTOMY FOR MALIGNANCY W/O CC/MCC\","583 MASTECTOMY FOR MALIGNANCY W/O CC/MCC","N","LAE",(null),"MSDRG:583","","concept_cd","CONCEPT_DIMENSION","concept_path","T","LIKE","\PCORI\ENCOUNTER\DRG\02\Skin, Subcutaneous Tissue And Breast\583 MASTECTOMY FOR MALIGNANCY W/O CC/MCC\","","\MS-DRG\Skin, Subcutaneous Tissue And Breast\583 MASTECTOMY FOR MALIGNANCY W/O CC/MCC\","@",[2011/09/21:08:26:42 AM],[2011/09/21:08:26:42 AM],[2011/09/21:08:26:42 AM],"MSDRG 2011",(null),(null),"\PCORI\ENCOUNTER\DRG\02\Skin, Subcutaneous Tissue And Breast\","583 MASTECTOMY FOR MALIGNANCY W/O CC/MCC","583","583"
5,"\PCORI\ENCOUNTER\DRG\02\Skin, Subcutaneous Tissue And Breast\584 BREAST BIOPSY, LOCAL EXCISION AND OTHER BREAST PROCEDURES W CC/MCC\","584 BREAST BIOPSY, LOCAL EXCISION AND OTHER BREAST PROCEDURES W CC/MCC","N","LAE",(null),"MSDRG:584","","concept_cd","CONCEPT_DIMENSION","concept_path","T","LIKE","\PCORI\ENCOUNTER\DRG\02\Skin, Subcutaneous Tissue And Breast\584 BREAST BIOPSY, LOCAL EXCISION AND OTHER BREAST PROCEDURES W CC/MCC\","","\MS-DRG\Skin, Subcutaneous Tissue And Breast\584 BREAST BIOPSY, LOCAL EXCISION AND OTHER BREAST PROCEDURES W CC/MCC\","@",[2011/09/21:08:26:42 AM],[2011/09/21:08:26:42 AM],[2011/09/21:08:26:42 AM],"MSDRG 2011",(null),(null),"\PCORI\ENCOUNTER\DRG\02\Skin, Subcutaneous Tissue And Breast\","584 BREAST BIOPSY, LOCAL EXCISION AND OTHER BREAS","584","584"
